age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
4,Private,134779,Some-college,10,Divorced,Prof-specialty,,White,Female,2,0,2,United-States,<=50K
0,Private,195770,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,231413,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
0,Private,287380,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,265807,Some-college,10,Separated,Craft-repair,,White,Male,0,0,2,United-States,<=50K
4,,81761,HS-grad,9,Divorced,,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,115326,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,126613,Bachelors,13,Never-married,Sales,,White,Female,0,0,3,United-States,<=50K
3,Self-emp-not-inc,73493,Some-college,10,Separated,Exec-managerial,,White,Female,0,0,3,United-States,<=50K
0,Private,33087,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,434467,HS-grad,9,Never-married,Sales,,White,Male,0,0,3,United-States,<=50K
1,Private,228406,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,306388,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,222978,Doctorate,16,Never-married,Prof-specialty,,White,Female,0,0,2,United-States,<=50K
3,Private,130779,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,299324,5th-6th,3,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0,0,2,Mexico,<=50K
3,Self-emp-not-inc,105614,HS-grad,9,Divorced,Sales,,White,Male,0,0,3,United-States,>50K
2,Private,274198,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,Mexico,<=50K
1,Self-emp-inc,169152,Assoc-voc,11,Divorced,Exec-managerial,,White,Female,4,0,4,Greece,>50K
1,Federal-gov,33315,Assoc-acdm,12,Divorced,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,144071,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,1,0,0,El-Salvador,<=50K
1,Federal-gov,269353,Assoc-voc,11,Never-married,Adm-clerical,,Other,Male,0,0,3,United-States,<=50K
2,Private,101290,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,164866,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,102771,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
2,Self-emp-inc,35662,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,4,United-States,>50K
1,Private,199118,Some-college,10,Never-married,Adm-clerical,,White,Female,0,0,2,Guatemala,<=50K
3,Private,367037,Assoc-acdm,12,Divorced,Adm-clerical,,White,Female,2,0,2,United-States,<=50K
1,Private,157308,11th,7,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,1,0,0,Philippines,<=50K
3,Local-gov,159755,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Private,245317,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
2,Private,174503,Bachelors,13,Widowed,Prof-specialty,,White,Female,0,0,3,United-States,<=50K
2,Self-emp-inc,163998,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
2,Private,110713,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
0,Private,430471,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,176647,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
1,Private,133373,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,299828,5th-6th,3,Separated,Sales,Unmarried,Black,Female,0,0,1,Puerto-Rico,<=50K
2,Private,383518,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,4,0,2,United-States,>50K
1,Private,161035,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,173113,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,212622,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,46385,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,4,United-States,>50K
4,Private,169871,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,155914,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,168827,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,61885,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,117549,10th,6,Never-married,Sales,Other-relative,Black,Female,0,0,0,United-States,<=50K
3,Private,339863,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
1,Private,200381,11th,7,Never-married,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
1,Private,321787,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1,State-gov,180886,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,164231,11th,7,Separated,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,131827,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Private,889965,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,1,0,1,United-States,<=50K
1,Private,256211,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,2,South,<=50K
1,Local-gov,95455,Bachelors,13,Never-married,Prof-specialty,,White,Female,0,0,3,United-States,<=50K
4,Self-emp-not-inc,137723,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,0,United-States,<=50K
4,,226878,Masters,14,Married-civ-spouse,,Wife,Black,Female,3,0,3,Jamaica,>50K
2,Private,228729,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,,<=50K
1,Private,176723,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
3,Local-gov,407495,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,>50K
3,Private,162302,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
2,Private,242968,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,India,>50K
2,Private,355053,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
1,Private,224141,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
3,State-gov,77102,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,,163890,Some-college,10,Never-married,,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,68899,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
1,Private,292692,12th,8,Never-married,Craft-repair,,White,Male,0,0,2,Mexico,<=50K
1,Private,200700,Some-college,10,Never-married,Sales,,White,Male,0,0,3,United-States,<=50K
2,Private,338033,Masters,14,Never-married,Prof-specialty,,White,Female,0,0,2,United-States,<=50K
0,Local-gov,210308,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,2,1,United-States,<=50K
2,Private,126845,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
4,State-gov,165867,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,,165532,12th,8,Never-married,,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,173704,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2,3,United-States,>50K
2,Private,259307,Some-college,10,Never-married,Exec-managerial,,White,Male,0,0,3,United-States,<=50K
3,Private,70209,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,221452,HS-grad,9,Never-married,Adm-clerical,,White,Male,0,0,2,United-States,<=50K
3,Private,173020,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-inc,151089,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,4,3,United-States,>50K
4,Private,116878,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Portugal,>50K
1,State-gov,89564,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,31339,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,156163,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,2,,<=50K
2,Private,182689,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3,0,2,United-States,>50K
1,,209432,HS-grad,9,Separated,,Unmarried,White,Female,0,0,0,United-States,<=50K
2,Private,156566,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
4,Private,102610,Some-college,10,Divorced,Other-service,,White,Male,0,0,4,United-States,<=50K
3,Local-gov,193720,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Private,190767,Bachelors,13,Divorced,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
3,Private,94055,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,277471,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
2,State-gov,100800,Masters,14,Divorced,Prof-specialty,,White,Male,0,0,1,United-States,<=50K
2,Private,359389,Bachelors,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,2,Philippines,<=50K
0,Private,188241,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Self-emp-not-inc,86750,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,4,United-States,<=50K
3,Local-gov,117496,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
2,Self-emp-inc,184018,HS-grad,9,Divorced,Sales,Unmarried,White,Male,1,0,3,United-States,<=50K
0,State-gov,165457,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,1,0,2,United-States,<=50K
2,Private,87284,Some-college,10,Never-married,Handlers-cleaners,,White,Male,0,0,2,United-States,<=50K
2,Private,236110,12th,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,Cuba,>50K
0,Private,286824,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
3,Private,172962,Bachelors,13,Divorced,Prof-specialty,,White,Male,0,1,2,United-States,<=50K
2,Self-emp-not-inc,188335,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,104509,Assoc-voc,11,Never-married,Prof-specialty,,White,Female,1,0,0,United-States,<=50K
1,Private,286452,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,1,0,2,United-States,<=50K
4,Private,188236,10th,6,Widowed,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Self-emp-inc,182131,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,0,United-States,>50K
1,Private,130067,Some-college,10,Never-married,Exec-managerial,,White,Female,0,0,4,United-States,<=50K
0,Private,411068,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
0,Private,344991,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,State-gov,109567,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
1,Private,293828,HS-grad,9,Never-married,Other-service,,Black,Female,0,0,2,Jamaica,<=50K
4,Private,87032,HS-grad,9,Widowed,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
1,,78374,Bachelors,13,Never-married,,,Asian-Pac-Islander,Female,0,0,0,United-States,<=50K
1,Private,93884,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Private,196125,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,186479,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,109530,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,2,United-States,>50K
1,Private,92179,10th,6,Divorced,Machine-op-inspct,,White,Male,0,0,2,United-States,<=50K
0,Private,227411,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,119176,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,98639,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
3,Private,120910,HS-grad,9,Separated,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
2,,70282,Masters,14,Married-civ-spouse,,Wife,Black,Female,4,0,0,United-States,>50K
1,Private,152307,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,311311,Bachelors,13,Never-married,Machine-op-inspct,,White,Male,0,0,4,United-States,<=50K
0,Private,214678,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
3,Self-emp-inc,285335,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
2,Private,110028,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,63861,HS-grad,9,Divorced,Sales,,White,Female,0,0,1,United-States,<=50K
0,Private,172893,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,472604,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,Mexico,<=50K
1,Private,175821,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
1,Private,229729,HS-grad,9,Never-married,Transport-moving,,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,126754,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,Private,135803,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,1,Philippines,<=50K
2,Private,176517,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,3,United-States,<=50K
2,Private,184378,HS-grad,9,Separated,Craft-repair,,White,Male,0,0,2,United-States,<=50K
1,Private,206046,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Self-emp-not-inc,427474,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
0,Private,150463,HS-grad,9,Never-married,Priv-house-serv,Unmarried,Other,Female,0,0,2,Guatemala,<=50K
2,Private,124520,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,0,0,3,United-States,>50K
3,Private,149784,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,187376,Assoc-acdm,12,Separated,Adm-clerical,,White,Male,0,0,1,United-States,<=50K
0,Private,170800,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,104892,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,2,United-States,<=50K
3,Local-gov,24139,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,4,United-States,<=50K
2,Private,388725,Masters,14,Divorced,Sales,,White,Male,0,0,3,United-States,>50K
1,State-gov,208117,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,112900,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
2,State-gov,76767,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
1,Private,270889,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
1,Private,169104,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,2,China,<=50K
3,Private,196501,Bachelors,13,Divorced,Exec-managerial,,White,Male,4,0,3,United-States,>50K
4,,424591,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
3,Federal-gov,40641,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
0,Local-gov,176178,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
3,Federal-gov,186087,HS-grad,9,Divorced,Tech-support,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Private,208391,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
1,Private,57640,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,249039,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,1,0,2,United-States,>50K
0,,258872,11th,7,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,171184,Some-college,10,Divorced,Exec-managerial,,White,Female,0,0,2,Dominican-Republic,<=50K
1,State-gov,165764,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,1,United-States,<=50K
3,Private,80651,HS-grad,9,Divorced,Machine-op-inspct,,White,Female,0,0,3,United-States,<=50K
2,Private,121772,HS-grad,9,Never-married,Craft-repair,,Asian-Pac-Islander,Male,0,0,2,Hong,<=50K
4,Self-emp-not-inc,166894,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
2,Self-emp-inc,112847,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
1,Private,229729,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,311376,Assoc-voc,11,Never-married,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
4,Private,59469,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
1,Private,73587,HS-grad,9,Never-married,Handlers-cleaners,,Black,Male,0,0,1,United-States,<=50K
2,Self-emp-not-inc,438696,Masters,14,Divorced,Sales,Unmarried,White,Male,0,0,0,United-States,>50K
1,Private,131415,Bachelors,13,Never-married,Priv-house-serv,,White,Female,0,0,3,United-States,<=50K
4,Private,114060,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,134331,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,122348,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,54611,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,3,United-States,>50K
1,Private,301298,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,3,United-States,<=50K
3,Self-emp-inc,150917,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,United-States,>50K
0,Private,200973,HS-grad,9,Never-married,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
2,Local-gov,143385,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,,277700,Some-college,10,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,255044,Bachelors,13,Divorced,Exec-managerial,,White,Female,0,0,3,United-States,<=50K
1,Self-emp-inc,37088,Bachelors,13,Never-married,Sales,,White,Male,0,0,3,United-States,<=50K
1,,152875,Bachelors,13,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,0,0,2,China,<=50K
1,Local-gov,229531,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
2,State-gov,13492,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,4,United-States,<=50K
3,Private,403911,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,>50K
2,,203482,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,362589,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,85251,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,335704,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
4,State-gov,169914,Bachelors,13,Never-married,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
0,Private,200876,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,<=50K
3,Private,133917,Assoc-voc,11,Never-married,Sales,Other-relative,Black,Male,0,0,2,,<=50K
0,Private,139466,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,391349,Bachelors,13,Never-married,Sales,,White,Female,0,0,2,United-States,<=50K
4,Private,236596,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,163921,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Local-gov,107793,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
0,Private,86860,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,65278,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,93225,Bachelors,13,Never-married,Craft-repair,,White,Male,0,0,1,United-States,<=50K
0,Private,273206,Bachelors,13,Never-married,Adm-clerical,,White,Female,0,0,1,United-States,<=50K
2,Private,172538,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,3,2,United-States,>50K
0,,356772,HS-grad,9,Never-married,,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,167617,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,State-gov,340269,Some-college,10,Never-married,Protective-serv,,White,Male,0,0,2,United-States,<=50K
2,Private,98466,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
4,Private,141758,9th,5,Never-married,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
1,Private,245402,Bachelors,13,Divorced,Tech-support,,White,Female,0,0,2,United-States,<=50K
2,Private,117683,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
4,Self-emp-inc,148003,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,>50K
0,Private,316184,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,2,United-States,<=50K
3,Private,214800,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,169953,Some-college,10,Divorced,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
1,Private,137898,HS-grad,9,Divorced,Adm-clerical,,White,Female,0,0,1,United-States,<=50K
4,,340939,9th,5,Married-civ-spouse,,Husband,White,Male,1,0,2,United-States,<=50K
2,Private,144056,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,>50K
0,Local-gov,155818,Bachelors,13,Never-married,Prof-specialty,,White,Female,0,0,3,United-States,<=50K
3,Self-emp-not-inc,157639,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,107991,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,295855,11th,7,Divorced,Other-service,,White,Female,0,0,4,United-States,<=50K
0,Private,145917,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,196388,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,37646,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,101364,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,Mexico,<=50K
3,State-gov,141483,9th,5,Divorced,Other-service,,White,Female,0,0,2,United-States,<=50K
1,State-gov,188900,Assoc-acdm,12,Never-married,Adm-clerical,,White,Female,1,0,1,United-States,<=50K
2,Private,295949,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,2,United-States,<=50K
1,Private,104993,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,2,United-States,<=50K
0,Private,60552,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,205694,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,2,Canada,<=50K
0,Private,50610,Some-college,10,Never-married,Other-service,,White,Female,0,0,2,United-States,<=50K
2,Private,150011,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,398130,HS-grad,9,Divorced,Sales,,White,Male,0,0,4,United-States,<=50K
2,Local-gov,67243,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
3,Private,23074,Some-college,10,Widowed,Exec-managerial,,White,Female,0,0,2,United-States,>50K
3,Private,137069,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,India,<=50K
0,Private,93985,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
3,Private,131826,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
4,,141181,9th,5,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
1,,251612,5th-6th,3,Never-married,,Unmarried,White,Female,0,0,2,Mexico,<=50K
2,Self-emp-not-inc,200479,HS-grad,9,Never-married,Craft-repair,,White,Male,0,0,3,United-States,<=50K
1,Private,178370,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,4,United-States,>50K
3,Private,240988,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,2,Philippines,<=50K
4,State-gov,202056,Bachelors,13,Divorced,Prof-specialty,,White,Male,4,0,2,United-States,>50K
2,Private,81487,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,1,2,United-States,<=50K
2,Local-gov,208174,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,3,United-States,<=50K
2,Private,191429,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4,0,3,United-States,>50K
